ID,Name,Sex,Sire,Dam,HCM
1351185,Pratulums Leia,F,1288674,1351186,Normal
1351383,Amazone Asthera,F,1168136,1137459,Normal
1351384,Shawmekatz Piper,F,1290323,1311479,Normal
1351386,Ipa of Siberia Besto,F,1351387,1351388,Normal
1351389,Neutron Stars Coco Chanel,F,1168135,1213447,Normal
1351385,Shawmekatz Moya Beltane,F,1290323,1311488,Normal
1351433,Royal Band Baron,M,1153830,1351434,Normal
1351606,Kyle Moondancer of Fantasy Valley,M,869592,644996,Normal
1351608,CoonielandEden's Taylor,F,1287053,1275666,Normal
1351607,Lucina Xaverri,F,1296015,820021,Normal
1351737,Ziazan Masha,F,1216917,1317039,Normal
1351739,Walentino Maris Stella,M,1268512,1351738,Normal
1351754,Sphynx Mania Moogly,M,1351755,1351756,Other Diagnosis
1351750,Manitou's Crater,M,979745,1103188,Normal
1351755,CH Hayden des Songes d'Abydos,M,1489339,1271003,Equivocal
1351758,Marry Me,F,,,Normal
1351759,Murmulet Yasmina,F,,,Other Diagnosis
1351760,Jaded Genetics Ladybug,F,,,Normal
1351763,Jaded Genetics Peace,F,,,Other Diagnosis
1351761,Aristocrate Na Safira,F,,,Other Diagnosis
1351764,Jaded Genetics Cleopatra,F,,,Normal
1351762,Jaded Genetics Chocoloco,F,,,Other Diagnosis
1351766,Miki Sanukis Lilo,F,1297951,1299494,Normal
1351765,Jaded Genetics Ying Yang,F,,,Other Diagnosis
1351767,Tuiscalo's Vuokatti,F,1290239,1170305,Normal
1351928,Seli van Coonmere,F,1351929,1351930,Normal
1351933,Dirigo PP off Iliaki Kataigida,M,1314532,1314533,Normal
1351968,Noble Origins' Lil'missPerfect,F,1351969,1215569,Normal
1351970,Chester Bright Crystall,M,1077456,1342780,Normal
1351976,Sparta No Nonsense Keesje,F,1283923,1309363,Normal
1351983,CH Allweneedis Pure Chocolate Passion,M,1254084,1142983,Normal
1351984,Allweneedis One Small Step,M,1142982,1299119,Normal
1352002,Raggababa Dorothy,F,1316448,1254147,Normal
1352010,Raggababa Nina Ricci,F,1316448,1325278,Normal
1352011,Sunhills Stars Dixie,F,1188520,1282433,Normal
1352012,Mossatösens Silje,F,1352013,1302735,Normal
1352018,Papageno,M,1344072,1352014,Normal
1352015,Funtastic Dolls Tremendous Thilie,F,1295850,1292195,Normal
1352017,FunHouse's Joker Of Texas,M,1317166,1275068,Normal
1352019,Lucy,F,1199091,1352020,Normal
1352016,Funtastic Dolls Tremendous Teo,M,1295850,1292195,Normal
1352024,Catones Compis of Prins Hjugo,M,1240638,817739,Normal
1352021,SC Rais-Kis Piparminttu-Pipsa,F,1270133,1266056,Normal
1352043,CH Rainbow Brite la Peyre,F,1063192,1336526,Normal
1352163,Bjaro's Pumba,M,1131867,955367,Normal
1352160,Bjaro's Salina,F,1131867,1145291,Normal
1352265,AijaiCats Unique Uma,M,1350702,1278422,Normal
1352268,IC AijaiCats Unique Umer,M,1350702,1278422,Normal
1352272,Selima of Kymaya's Place,F,1324044,1225426,Normal
1352347,Carolina Sunny Valley,F,1352308,1352346,Normal
1352444,Catgold's Talesia,F,1289119,1213962,Normal
1352445,Derekaz The Siren of Temptation,F,1336175,1219520,Normal
1352507,Thuraya's Contessa Hunyani,F,1262097,1311842,Normal
1352505,SC Robdrup's The Only One,M,818081,814378,Normal
1352519,IC Thuraya's Caracal Illuín,M,1262097,1154930,Normal
1352679,CH Bibendums Filipa Spring Girl VI,F,1200669,1268454,Normal
1352678,CH Darth Vader of Sembelance,M,1241804,1103099,Normal
1352686,Källtäppans Mau Matou,M,1444854,1349917,Normal
1352685,CH Bibendums Felisa Spring Girl VI,F,1200669,1268454,Normal
1352695,Absolut Coon's Smilla Smaragd,F,1077023,1309191,Normal
1352696,Absolut Coon's Siri Sockerbit,F,1077023,1309191,Normal
1352700,Absolut Coon's Svea Solstrimma,F,1077023,1309191,Normal
1352784,Heimdall Arve's Loki,M,1301765,1302754,Normal
1352786,Heimdall Arve's Freya,F,1352784,1352785,Normal
1352787,Heimdall Arve's Mystique,F,1137931,1302755,Normal
1352785,Elrilar's Soora,F,831824,1201922,Normal
1352883,Jolis Lutins Isaanah,F,1310239,1277814,Normal
1352882,Jolis Lutins Jacquomo,M,1310239,1307122,Other Diagnosis
1352964,ReMaine's Sixten,M,1311637,1296835,Normal
1352962,Strictly Coons Phoenix,M,1224938,1310434,Normal
1352965,Street Cats Unbelievable Dream,F,1309082,1258107,Normal
1352975,Magic Tigers Zeus,M,1308473,1333433,Normal
1353145,Alpha Cats Raja,F,1182835,1267926,Normal
1353469,Froztstjärnan's Nanna,F,1258121,1192582,Normal
1353465,Froztstjärnan's Zante,M,1309082,1192582,Normal
1353476,Froztstjärnan's Zavannah,F,1172221,1086650,Normal
1353492,Mileria´'s Buffy,F,1240232,1235116,Normal
1353586,Biscaya BigPawz Shine For Me,F,1252364,1081219,Normal
1353585,Biscaya BigPawz Embrace My Heart,F,1252364,1081219,Normal
1353588,Biscaya BigPawz Swing Me High,F,1252364,1081219,Normal
1353693,Chanelle Rêve d'hiver,F,1305472,1299942,Normal
1353758,Sipsun Baroness,F,1334789,1300020,Normal
1353804,Mellow Moods Crazy Cosmos,M,1095074,1095075,Normal
1353807,Mellow Moods Dangerous DarkDelight,M,1280844,1170246,Normal
1353841,Stjärnkullens Phoenix of Mio,M,1248901,1318888,Normal
1353843,Lince's Lirica,F,1291125,1061312,Normal
1353846,TwiCat's Bosse Phålsson,M,1198628,1282927,Normal
1353847,TwiCat's Ingen som du Elisa,F,1198628,1282927,Normal
1354021,Illerdolls Ivy Goodenough,F,1107586,881184,Normal
1354024,Elysia of Dryads Wood,F,1132005,1215792,Normal
1354022,My Precious Raggies Juicy,F,1323867,1354023,Normal
1354179,SaucerfulSecret Cayenne Cat,F,1242607,1311903,Normal
1354177,SaucerfulSecret Carmina Cat,F,1242607,1311903,Normal
1354180,Berstuk Oz,M,1271184,1309973,Normal
1354370,Sideshow Blashyrkh Mighty Ravendark,M,1299792,1314192,Equivocal
1354460,CH Little L's Kilimanjaro,M,1291484,947260,Normal
1354517,Gracia von Immelhausen,F,1292994,1276691,Normal
1354526,Oktavia of Cloverfield,F,1354524,1354525,Normal
1354530,Heartbreaker Maine Coons B'Twister,M,1245336,1311326,Normal
1354531,Magic Lake Turbo Injection,M,1282675,1061982,Normal
1354535,Belesprit's Lord,M,957724,1163042,Normal
1354540,Moon-Devil's Pacadulce,F,1342317,1240876,Normal
1354542,Moon-Devil's Unplugged,M,1342317,1354541,Normal
1354565,Jane Fonda of Cloverfield,F,1282676,1354523,Normal
1354581,IC Little L's Misty Rose,F,1291484,1331278,Normal
1354587,IC Little L's Midnight Pearl,F,1291484,1331278,Normal
1354589,CH Little L's Nemesis,F,1265933,1296266,Normal
1354590,Little L's Nestor,M,1265933,1296266,Other Diagnosis
1354595,Frozen Lands Shooting Star,M,1319198,1284388,Normal
1354664,Raya van de Lieve Knotte Bollen,F,1354627,1354628,Normal
1354665,Blanca Lunnaya Dymka,F,1308499,1273820,Normal
1354795,Cica Tuxedo,M,1088919,1346390,Normal
1354808,Nordskjæret's Ylva,F,1324432,1291251,Normal
1354806,CH Nordskjæret's Yasha,F,1324432,1291251,Normal
1354819,Big Giants Resort's Hermine,F,1298273,1354820,Normal
1354876,Battle Creek's John Wick,M,1354871,1354873,Normal
1354938,Lovely Lady de L'empire Russe,F,,,Normal
1354949,Minusch vom Hardenberger Schloss,F,1168378,1303013,Normal
1354946,Coco von den Mäusejägern,F,1439747,1354948,Normal
1354951,Eliot Ness vom Donatushof,M,1188368,1188369,Normal
1354952,Highlight vom Donatushof,F,1188368,1188369,Normal
1354954,Penny Lane of Somainja,F,1222649,1287211,Normal
1354953,Sweet Raccoon's Luxury,F,1238208,1293898,Normal
1354950,King Georg of Nayeli,M,1208293,987875,Normal
1354958,Ambrosia vom Dittrich's Hof,F,1266477,1141468,Normal
1354956,O Sole Mia von Casa Marx,F,1327146,1350576,Normal
1354957,Horatia vom Dittrich's Hof,F,1266477,1231061,Normal
1354955,CH Mambo Coon's Inkognito,M,1298881,1287909,Normal
1354959,Hera vom Dittrich's Hof,F,1266477,1231061,Normal
1354961,Pavarotti von Masanti,M,1266477,1251787,Normal
1354964,Big-Hannibals Midnight Madness,M,1323492,1242266,Normal
1354962,Vienna Calling of Crossroad,F,1095939,1307600,Normal
1354965,Klara of Robin's Scarecrow,F,1063919,1105488,Normal
1354968,Sweet Mimi's Luna,F,1061746,1354967,Normal
1354966,Sweet Mimi's Nelly,F,1061746,1354967,HCM Mild
1355018,Tazzatorpets Blenda,F,1272972,1301938,Normal
1355017,Vale of Proud's Mrs O,F,1350244,1350245,Normal
1355037,Wonderbits Atta,F,1272973,1169903,Normal
1355056,Sweet Malin's Dayli,F,1145347,1323003,Normal
1355066,Spinnsibbs Ottilija Timf,F,1173363,1140133,HCM Moderate
1355204,Kasiris of Juja Tuja,F,1240277,1310674,Normal
1355203,Ibis of Juja Tuja,F,1240277,1098945,Normal
1355227,WesterosCat Euron Greyjoy,M,1287772,1301484,Equivocal
1355231,Cinthia Lodowa Kraina,F,1283652,1283650,Normal
1355237,Cremecup's Jacqueline Bouvier Kennedy,F,1355178,1337270,Normal
1355255,Jamy vom Kirnbach,M,1286289,1228741,Normal
1355260,RoyalRose's Amèlie,F,1170784,1337493,Normal
1355272,Utuinen Velvet Thunder,M,1355178,1338657,Normal
1355294,Fragglerocks Katjes Frozen Yoghurt,F,1265194,1343911,Normal
1355298,Magnifi'miaow's Giorgio Armani,M,1243091,884091,Normal
1355300,WesterosCat Ellaria the Gentle,F,1287772,1301484,Equivocal
1355301,Manitou's Korvus,F,979745,1103188,Normal
1355308,WesterosCat Flying Bran Stark,M,1287772,1301483,HCM Mild
1355330,Abesh Tee-Jee,M,1086783,1152575,Normal
1355360,Coonity Innuendo,M,1246208,1275020,Normal
1355363,You make me feel brand new Free,F,1296572,1141003,Normal
1355362,Kiss on my List Free,F,1296572,1279762,Normal
1355361,Freedom Song Free,F,1296572,1141002,Normal
1355370,Zaribs Theda,F,1322215,1293461,Normal
1355371,Aanainas Medusa of Afrodite,F,1245075,1226671,Normal
1355377,Aanainas Irena Izi,F,1283239,1276072,Normal
1355384,Nevalions Gabana,F,1300024,1320499,Normal
1355385,Dunai Snejnaya Zima,M,1299786,1300260,Normal
1355419,Gongroff's Duchess,F,1313432,1260415,Normal
1355417,Gongroff's Marie,F,1313432,1260415,Normal
1355428,IC Dan-Queen Iris,F,1289972,1290082,Normal
1355508,Sevgilims Hosia,F,1237408,1286259,Normal
1355515,Ulltrollet's Happy Easter Pullum,M,258821,1282223,Normal
1355528,Canuteborough's Dazzling Doris D,F,1174233,1299236,Normal
1355529,Ulltrollet's Happy Easter Nomine,F,258821,1282223,Normal
1355734,Sociabella's Lisa,F,1355735,1356104,Normal
1355745,CH Babette's Dagmar,F,1160169,1172380,Normal
1355748,GIC Xanthia of Wild River,F,1169459,1169460,Equivocal
1355762,IP IC Zeras Gemini,M,1162364,1138590,Normal
1355768,Zeras Hera,F,1162364,1198075,Normal
1355769,Wendelboe's Alvin,M,802100,1178428,Other Diagnosis
1355771,Nemador's Canon Row,M,1303026,1177469,Normal
1355774,CH Race Santaella,F,1325649,1083630,Normal
1355779,Lunah Hopefull Delight,F,1349259,1279169,Normal
1355784,Astinis Scilla,F,1339153,1279202,Normal
1355781,Astinis Crocus,M,1339153,1279202,Normal
1355795,Glueckstiger Leona,F,1222346,1222347,Normal
1355796,Pretty Little Ariel,F,1355797,1355798,Other Diagnosis
1355976,Betulla Di Freya Bloody Mary,F,1255395,1217373,Normal
1355987,Sweet Mimi's Soraya,F,1249760,1355988,Normal
1355989,Katthemmet's Julia Child,F,1208217,1251752,Normal
1355993,SaskaKhan Faith,F,1236510,1236506,Normal
1355995,Grönseth Edvart,M,1249648,1250111,Normal
1355997,Marelax Pride Sheldon,M,1298027,1302040,Normal
1355999,Zachary Tiili,M,1327236,1349216,Normal
1355996,Tabula Rasa Must be Magical,F,1288745,982048,Normal
1355998,Stout-hearted Victorious Love,F,1293420,1292858,Normal
1356000,Victoria Olimpian,F,1295112,1300435,Normal
1356054,Fluff 'n Purrs' Siubhan,F,863319,1221297,Equivocal
1356059,Origin's Night and Day PP,F,1322550,1245617,Normal
1356080,ElHeMa's Rafiki fri,F,1356081,1356082,Normal
1356087,Wackymoon Venus,F,1342926,1342927,Normal
1356126,Ashyanagh van Rustenburgh,F,1152097,1356127,Normal
1356306,The Haecoon 2nd Dynasty of Kish,F,1272925,1217771,Normal
1356307,The Haecoon 2nd Dynasty of Rana,F,1272925,1217771,Normal
1356340,Amante's Elektra,F,1216917,1295674,Normal
1356341,Amante's Fortuna,F,1168543,1229741,Normal
1356361,Ohra iz Tsarstva Zimy,F,1200855,1356360,Normal
1356504,Acrobat's Querida Amiga,F,1245802,1223625,Normal
1356505,IC Zafina vom Perlenreich,F,1356506,1356507,Normal
1356509,IC Hopi van Nahele,F,1283674,1189487,Normal
1356519,Salome Nebesnaja Lazur',F,1259758,1356529,Normal
1356531,IC Himmines Caipirinha,F,1189860,1296064,Normal
1356539,Cherrytail's Bahadur,M,1236094,1302900,Normal
1356537,Zimas Giiza af Gizmie,F,1240232,1138082,Normal
1356538,Island Branch's Attenzia,F,1356539,1330429,Normal
1356562,Vinterhimmel Daisy,F,1245075,1252707,Normal
1356572,Galions Cats Nemi,F,1188463,1095930,Normal
1356573,Galions Cats Marco Polo,M,883869,1188460,Normal
1356586,Paviljongen's Ofelia,F,886260,879466,Normal
1356648,Jolis Lutins Ivanka,F,1310239,1277814,Other Diagnosis
1356650,Coons-4-Life Gonzo,M,872184,794844,Normal
1356651,Coons-4-Life Gwendolyn,F,872184,794844,Normal
1356655,Magic Lake Icy,F,1282675,1061982,Normal
1356694,Siniidan Orient Express,F,1189227,1222296,Normal
1356690,GIC Siniidan Glacier Express,M,1189227,1222296,Normal
1356706,Bellomodolls Primrose,F,1302857,1302853,Normal
1356722,Martini Timela,M,1356718,1356723,Normal
1356731,Damman Amur Mika,M,1249615,1249608,Normal
1356735,Damman Amur Nikita,M,1320385,1200878,Normal
1356737,Damman Amur Maelle,F,1249615,1249611,Normal
1356736,Damman Amur Ninotchka,F,1320385,1200878,Normal
1356772,Gyllenlööfs Andromeda,F,1313042,1290087,Normal
1356779,Wira's Drottning Desideria Stenova,F,1246548,991500,Normal
1356803,Royal Flush Aloe,F,1356804,1298474,Normal
1356822,Werbena Mortishia,F,1320520,1342476,Normal
1356831,CH Beauty Marivon,F,837072,1257150,Normal
1356848,IC Never Ending Legend de Laïloken,F,860380,1106955,Normal
1356861,CH Nocatee de Laïloken,F,1189557,1229694,Normal
1356865,DCH Nephtys de Laïloken,F,1324993,1295174,Normal
1356880,Asiris Aslan,M,1257766,1308266,Normal
1356884,Fialoas Chenoa,F,866845,861596,Normal
1356885,Narinjo's Chiara,F,1246543,1244114,Normal
1356886,Av Ljusalfheim Zina,F,1344833,1344835,Normal
1356942,Malaking's Nova,F,1345339,1320149,Normal
1356977,DarkTown's Chicago Chick,F,1289082,1236924,Normal
1356979,DarkTown's Diamond Dust,F,1202248,1264409,Normal
1356986,DarkTown's Easy To Please,F,1202248,1288892,Normal
1356993,FIFe IC Rex Perspective Vanessa Ives,F,1171823,1172634,Normal
1356995,FIFe IC Rex Perspective Nintendo 64,M,1289208,1242546,Normal
1357004,FIFe SC & IP Alchemist Abracadabra,M,955671,1264331,Normal
1357007,FIFe SC Alchemist Bollinger,F,1264318,1264328,Normal
1357006,Alchemist Belle Epoque,F,1264318,1264328,Normal
1357029,Angel Spirit Taystee,F,1188363,1357030,Normal
1357065,Adrastia's Helios,M,1324111,1217333,Normal
1357068,Maui Isla van Moya Dorogaya,F,1299395,1266940,Normal
1357072,CampoDaCoons Tracy,F,1323495,1323493,Normal
1357075,Magic Panthera Wait 4 You,F,1193870,1299015,Normal
1357166,Tajo of Brezzland,M,1307705,1316125,Normal
1357170,Achimedes vom Garteneck,M,1357167,1357169,Normal
1357234,Gattacamoon X-Man,M,1320656,1232601,Normal
1357232,Sessan's Juma,M,1271079,1185422,Normal
1357266,Bekiles Orion af Oesten,M,1311924,1304586,Normal
1357265,Bekiles Nova af Oesten,F,1311924,1304586,Normal
1357272,IC Rossity Tristan,M,1324499,1171191,Normal
1357343,Lunamés Anastasia,F,1293460,1308862,Normal
1357358,Jedocats Hestia,F,1278470,1357359,Normal
1357363,Chamberlain Iron Heart,F,1291038,1304108,Normal
1357368,BellaAmare's Eternal Elettra Rosselini,F,1225034,1138001,Normal
1357404,Mallju's Stewardess,F,1296584,1275142,Normal
1357439,IC Hofacker's Voodoo,F,1262679,1342707,Normal
1357438,Brugidolls Hiyori,M,1155373,1281155,Normal
1357466,Lilly Rose van Nalisca,F,808238,1357467,Normal
1357476,RagGorgeous Fixxxer,M,1275167,1076908,Normal
1357478,Eurovisions September Golden Rose,F,1243924,1357479,Normal
1357477,Bongsbos Bettan,F,1219446,1282457,Normal
1357480,Jörgårdens MX Alfa Xbox,M,1253995,1233806,Normal
1357533,Charles Silver Sunrise,M,1327041,1357532,Normal
1357531,Cvetana Korolevstvo Prussii,F,1348010,1348006,Normal
1357571,IC Capsicum's Holley,F,1304390,837992,Normal
1357604,Witchcoon's Nyx PP,M,1311115,1342852,Normal
1357659,Muse des Elfes d'Or,F,1229117,1229132,Normal
1357661,Bluetoons Ottilia,F,1219441,1306403,Normal
1357660,Misty of Dark Shadows,F,1287643,1325822,Normal
1357662,Pengvin's Ilse,F,1165600,1217670,Normal
1357669,Fitnesscats Miss Sixty,F,1209878,787638,Normal
1357857,Movissa,F,1357858,1357859,Normal
1357856,Malaking's Jetline,F,1281831,1300298,Normal
1357864,Oberwalls Ronja,F,1299081,1275689,Normal
1357860,Gin Tonic of Sweet Suntigers,F,1254077,1253944,Normal
1357863,Big-Hannibals Darvin Key,M,1280580,1289834,Normal
1357861,Big-Hannibals Miss Undercover,F,1224010,1131316,Normal
1357865,Kommissariens Defender of Love,M,1280024,1113621,Normal
1357868,Black Fairy's Ginger Rock,F,1279624,1288746,Normal
1357866,Mahtitassun ImpiEllenAnna,F,1177801,1303227,Normal
1357869,Polyroid Penny for your Thoughts PP,F,946222,1148940,Normal
1357867,Katie Forest Pearl,F,1226103,1257639,Normal
1357872,GFB.Selena Alegir,F,1357873,1357874,Normal
1357870,Eleftheria's Argentho,M,1314011,1314007,Normal
1357875,BritneyStar's Alfred J. Kwak,M,1222418,1313991,Normal
1357877,Mr. Stark,M,,,Normal
1357879,Fairygold's Viljami King of Midnight Sun,M,1280967,1327767,Normal
1357878,Evilurbastet Saga-Amelie,F,1290131,1314005,Normal
1357876,Wanadoo Invisible Girl,F,980192,1137267,Normal
1357880,Japanese girl de Chatminath,F,,,Normal
1357881,Ot Kottur Hani,F,,,Normal
1357882,Justine de Chatminath,F,1357883,1357884,Normal
1357885,Indira du Potemkin of Chatminath,F,1357886,1222496,Normal
1357887,Jacinte de Chatminath,F,1357886,1357888,Normal
1357889,Maestro de Chatminath,M,1357890,1357891,Normal
1357892,Murashoff Latisha,F,1357893,1357894,Normal
1357902,CH Hopeahännän Syysprinssi,M,1144925,1209302,Normal
1357944,MuRRena Coon Tafi,F,1313303,1357945,Normal
1357947,Cross Hill's Queeny,F,1340682,1318882,Normal
1357956,Blackangel's Rudolph,M,1295366,1295371,Normal
1357978,Joyce des Pres St Jean,F,1236335,1357979,Normal
1358036,Bellefoxys Koumeluren Block,F,1209935,1274170,Normal
1358038,Koivunpesän Parru,M,1308427,1106962,Normal
1358131,Mo's Rocky Boy,M,1338512,1318368,Normal
1358155,Chriscoon Blue Blossom,F,1250785,1172547,Normal
1358199,Mainefield's His Majesty,M,1354507,1322375,Normal
1358198,Nice-Girl de Sulena de Tengri'Nor,F,1227814,1311022,Other Diagnosis
1358228,Dakota vom Zauberblau,F,1358229,1358230,Normal
1358225,Georgia vom Zauberblau,F,1358226,1358227,Normal
1358233,Ivo vom Bunten Traum,M,1324608,1358234,Normal
1358242,Angus von der Hees,M,1282989,1322026,Normal
1358248,Hidden Face's Mangeuse d'Homme,F,1318966,1303553,Normal
1358250,Hidden Face's My Name is Bond,M,1318966,1303553,Normal
1358253,Well Being Yarina,F,1355536,1294973,Normal
1358261,Moon Kewa's Little John,M,1217512,1281316,Normal
1358277,Moon Kewa's Belluno,F,1217512,1281316,Normal
1358275,Moon Kewa's Alba,F,1217512,1307018,Normal
1358283,Neva de Taur Fangorn,F,1148337,1076873,Normal
1358291,Nanuk de Taur Fangorn,F,1296148,1148338,Normal
1358290,Nepal de Taur Fangorn,M,1296148,1148338,Normal
1358300,GIC Zorro Mazuria,M,936317,910836,Normal
1358314,Mickey of Jötunheim,M,1144747,1345710,Normal
1358316,Endless Zeke,M,1239770,1275417,Normal
1358325,Appalachiancats Neridah,F,1208740,1227583,Normal
1358326,Sunstorm Kaiyah,F,1427558,1358327,Normal
1358328,Vom Kristallberg Abi,M,1419363,1329584,Normal
1358329,Bengalissimo Wild Catty,F,1358330,1358331,Normal
1358330,Myanmar the One of Bengalissimo,M,1250653,1416867,Normal
1358332,Rowan Charisma of Silvertrace,F,1358333,1358334,Normal
1358335,Kamira vom Weißbachsgrund,F,1184923,1278442,Normal
1358338,vom Kranichsberg Jolie mon Amour,F,1278437,1358339,Normal
1358337,Mimosa Mina,F,1184923,1358338,Normal
1358340,Silvertrace Number One,M,1301626,1320474,Normal
1358341,Traipse Hail of Silvertrace,M,1358342,1358343,Normal
1358344,Spice Geisha,F,1219300,1298993,Normal
1358345,Fiery Crystal Kassandra,F,1358346,1358347,Normal
1358348,SC Leokatin Nietos,M,1250676,1292434,Normal
1358349,Diamonds of Kaisermountain,F,1358350,1358351,Normal
1358352,Ned vom Weinberg,M,1296319,1323362,Normal
1358353,Clara vom Weinberg,F,1296319,1358354,Normal
1358355,Al Janna's Don Juan,M,1219300,1208827,Normal
1358358,Bengal Klockans Born This Way,F,1304633,1227600,Normal
1358359,Hulda vom Weissbachsgrund,F,1184923,1278442,Normal
1358357,Fara vom Weinberg,F,1296319,1358354,HCM Severe
1358360,vom Kranichsberg Freyja,F,1358361,1358362,Normal
1358363,PurrGold Genuina Giuseppina,F,1227542,1236137,Normal
1358364,PurrGold Fantastica Femmina,F,1288331,1243748,Normal
1358365,Lynxland Laelia,F,1358366,1358367,Normal
1358403,Tallkatten Vasya af Rusich,F,1264542,1264541,Normal
1358402,Tallkatten Valentina af Rusich,F,1264542,1264541,Normal
1358401,Tayozhny-Kray Travka-Muravka,F,1298478,1358400,Normal
1358409,SC Viento's Feeling Fuzzy,M,1252366,1087634,Normal
1358407,Viento's Loud and Lovely,F,1252366,1087634,Normal
1358410,Elvdal's Highball,F,625317,1358411,Normal
1358412,Elvdal's Imprunetta,F,1358413,1358411,Normal
1358424,Tallkottens PiriPiri by Cayenne,F,1302850,989623,Normal
1358426,Mulan Cat Ladymieke,F,1358427,1358428,Normal
1358429,La Belleza Ragdolls Angel Di Maria,F,1243890,1243889,Normal
1358425,My Butterfly Heather,F,1239954,1167295,Normal
1358432,Van Bever Ragdoll Bloempje,F,1062139,1090323,Normal
1358430,La Belleza Ragdolls Cassiopeia,F,1243890,1323928,Normal
1358433,Aramis de Neria Nalu,F,895877,1161585,Normal
1358434,Lover Ragdoll A Belfe,F,1315652,1315653,Normal
1358437,Mulan Cat Ethan Adelante,M,1140389,1290368,Normal
1358435,Lover Ragdoll Tessa Adelante,F,1315640,1358436,Normal
1358438,Lotje van Cansu,F,1273465,1267452,Normal
1358503,Shanna Summer Peony-Dolty,M,1275694,1243725,Normal
1358502,Shanna Mercedes Bella,F,1316859,1275692,Normal
1358504,Tomyjoy's Amazing,F,1280282,1182863,Normal
1358505,Reborn To Love Sugar Babe,F,1151101,960176,Normal
1358540,Polaris Blue Cleopatra Oda,F,1269555,977847,Normal
1358552,Soldyrkarnas Snöflinga,F,1177572,985744,Normal
1358553,CH Soldyrkarnas Rimfrost,M,1177572,985744,Normal
1358571,CH LeatherAndLace Davina,F,856386,1312324,Normal
1358580,Pebbles van de Gouden Krappaal,F,918983,1358581,Normal
1358583,Xandro Zabaglione,M,1308530,1228542,Normal
1358582,Trendy Zabaglione,F,1228541,1228542,Normal
1358584,My Darling von Viviens Traum,F,1358585,1349545,Normal
1358586,Seven Dream's Jonson,M,1358587,1358588,Normal
1358589,Ally Denny Moor,F,1291170,1291171,Normal
1358585,IC Incognito von Viviens Traum,M,1186699,1322611,Normal
1358590,Yoko von Alethela,F,1227375,1227387,Normal
1358591,Franziska von Blankenheim,F,1358592,1246364,Normal
1358593,Jolie Mélusine de Monaliza,F,1269641,1358594,Normal
1358595,Bosse,M,1266513,1273268,Normal
1358596,Smuggler Ärna från Funbo,F,1257277,1257279,Normal
1358598,Applecat Puscaz,M,1314734,1273219,Normal
1358599,Mysebos Mizz Li,F,1144797,932235,Normal
1358601,Kitano von Eggershof,M,1358602,1358603,Normal
1358604,Wiki's Trunte,F,1157611,1283912,Normal
1358606,Wiki's Kitty II,F,1283916,1283915,Normal
1358638,Fancy Travolta,M,1157610,1246402,Normal
1358636,British soul's Fluffy,F,1186694,1358637,Normal
1358643,Lucardmis Frida,F,915286,1144833,Normal
1358640,SC Wiki's Mitte,F,1283916,1358641,Normal
1358642,Lucardmis Fiona,F,915286,1144833,Normal
1358644,Chalina's Kahlua,F,1185508,1157602,Normal
1358648,Romose's Olga,F,1283916,1298520,Normal
1358649,Jafa's Gaia,F,1191846,1183556,Normal
1358646,IC Chalina's Johanne,F,915286,1157601,Normal
1358647,CH Chalina's Octavia,F,932394,1246397,Normal
1358645,Chalina's Katelin,F,1185508,1157602,Normal
1358653,Nyx,F,,,Normal
1358651,Lady Xiera's Sally Field,F,901680,1237214,Normal
1358652,Gugs Remus,M,1309495,1358653,Normal
1358654,Apiatif's Blue MamaMia,F,1278174,1156939,Normal
1358655,IC Apiatif's Black ONE Man Show,M,1278174,1283921,Normal
1358657,Queenie Lea of Devianti,F,1103270,1299253,Normal
1358658,GIC Sparkling Rime Nastasya,F,1358659,1358660,Normal
1358673,Golden Dorian of Vivid Memories,M,983546,1256834,Normal
1358671,Apiatif's Tortie Lucy,F,1278174,1274845,Normal
1358672,Golden Aoki of Vivid Memories,F,1069555,1256834,Normal
1358675,Yana Van SteBergh,F,1277545,1061880,Normal
1358676,Mimoza Persijos Auksas,F,1358677,1358678,Normal
1358703,KeylaKatt Iriz,F,1287558,1287557,Normal
1358727,Fitnesscats Rachel,F,1317418,992255,Normal
1358730,Fitnesscats Timothy,M,1317418,992255,Normal
1358737,Aanainas Nikita of beartiz,F,1274692,1276079,Normal
1358759,Eswood Elegant Whiskers,F,1277949,1083528,Normal
1358758,Snow Buddies Viggo,M,1215713,1180793,Normal
1358761,Sugar Paw's Lez'Ora Lady Violet,F,1282245,1271646,Normal
1358764,IC d'Artagne Marnie,F,886272,1358766,Normal
1358760,Wanngård Pattie,F,1166483,1159411,Normal
1358762,Spirit of New Heaven's Hanuma,F,516104,1270103,Normal
1358763,Leader Omili Stars,M,1235065,1288565,Normal
1358769,PetaredKatten's Bowie,M,1219898,1212314,Normal
1358767,PetaredKatten's Kryddan,M,1219898,1137384,Normal
1358768,PetaredKatten's Curry,M,1219898,1137384,Normal
1358771,Karina Spusy,F,1358772,1358773,Normal
1358770,Lexcon's Diamant,F,1267728,971443,Normal
1358778,Little Buddha from Town-House,M,1157579,1287991,Normal
1358777,Frankissa's Lorenzo,M,,,Normal
1358779,Iluminada von Hombre de tiempo,F,1251265,1358780,Normal
1358781,Crystal Flame's Tiger Lilly,F,1348549,1348550,Normal
1358782,Violett von den Lippwiesen,F,1298524,1298534,Normal
1358783,Victoria von den Lippwiesen,F,1298524,1298534,Normal
